ncsClCd,compeUnitName,level
1201010543,클래식 헤어디자인,4
1201010544,스트럭처 헤어디자인,4
1201010545,영 패션 헤어디자인,4
1201010546,프로그레시브 헤어디자인,4
1201010547,크리에이티브 헤어디자인,4
1201010549,이용 일러스트레이션,4
1201010550,헤어타투,3
1201010551,남성 화장술,3
1201010552,이용 코디네이션,4
1201010553,이용 교수법,5
1201010554,이용 고객서비스,3
1201010556,이용창업,5
1201010559,이용 경영 관리,6
1201010560,이용 위생 안전 관리,2
1201010561,기초 이발,2
1201010562,장발형 이발,3
1201010563,중발형 이발,3
1201010564,남성 기초 펌,2
1201010565,남성 응용 펌,3
1201010566,패션가발,3
1202010101,결혼상담 계획 수립,3
1202010102,결혼상담 고객 유치,3
1202010103,결혼고객 정보 분석,3
1202010104,결혼고객 가입 상담,3
1202010105,결혼상담 고객 등록,3
1202010106,결혼상담 고객 간 만남 진행,4
1202010107,결혼상담 고객 교제 관리,4
1202010108,결혼확정 고객 성혼 안내,3
1202010109,결혼상담 교육기획,4
1202010110,결혼상담 경영관리,5
1202010111,결혼상담 문서관리 및 교육평가하기,4
1202010201,웨딩고객 창출,3
1202010202,웨딩고객 상담,3
1202010203,웨딩정보 관리,3
1202010204,웨딩콘텐츠 개발,5
1202010205,웨딩상품 컨설팅,3
1202010206,웨딩일정 관리,3
1202010207,예식진행,3
1202010208,웨딩서비스 매너,4
1202010209,웨딩고객관리,4
1202010210,웨딩컨설팅 기업경영,6
1202010211,건강가정 확산,4
1202010301,결혼예식장 고객 관리,3
1202010302,결혼예식장 연회 관리,3
1202010303,결혼예식장 조리 관리,3
1202010304,결혼예식장 시설 관리,3
1202010306,결혼예식장 마케팅,3
1202010307,결혼예식장 경영지원,4
1202010308,결혼예식 소비자 분쟁 관리,5
1202010309,결혼예식 진행,2
1202010310,결혼예식장 공간관리,2
1202010401,웨딩촬영 기획,3
1202010402,웨딩 뷰티 스타일링,3
1202010403,웨딩드레스 스타일링,3
1202010404,한복 예단 상담·관리,3
1202010405,예복 스타일링,3
1202010406,예물 상담,3
1202010407,웨딩플라워 스타일링,3
1202010408,전통혼례 기획,3
1202010409,신혼여행 기획,3
1202020101,장사행정관리,5
1202020102,장례식장 운영지원,3
1202020103,장례식장 시설관리,3
1202020104,장례식장 협력업체관리,3
1202020105,장례식장 종사자교육,5
1202020106,장례식음료 서비스관리,2
1202020107,장의차량 서비스관리,2
1202020108,묘지운영지원,3
1202020109,묘지시설관리,4
1202020110,화장운영지원,3
1202020111,화장시설관리,4
1202020112,봉안운영지원,3
1202020113,봉안시설관리,4
1202020114,자연장 운영지원,3
1202020115,자연장지 조성관리,4
1202020201,장례 접수 안내,2
1202020202,장례 방법 상담,3
1202020203,장례용품 상담,4
1202020204,장례음식 상담,3
1202020205,종교별 의례 상담,3
1202020206,시신 안치 관리,4
1202020207,감염 관리,4
1202020208,시신 위생 관리,5
1202020210,발인 지도,4
1202020211,시신복원,5
1202020212,의례 예절 지도,4
1202020213,유족심리 상담,5
1202020214,장사시설 이용 안내,2
1202020215,장례지도 서비스 경영 관리,5
1202020216,염습준비,4
1202020217,염습,4
1203010101,여행상품 시장조사,4
1203010102,여행상품 상품성 검토,5
1203010103,여행상품 원가분석,4
1203010104,여행샘플상품 구성,3
1203010105,여행상품 샘플투어,3
1203010107,여행상품개발 자원관리,6
1203010108,여행상품 출시,5
1203010109,여행상품 관리,5
1203010113,여행상품 STP전략,4
1203010114,여행상품 마케팅 믹스,4
1203010203,여행상품상담 교육,5
1203010207,여행요금 상담,4
1203010209,여행 상품 계약,3
1203010210,여행 고객 관리,4
1203010213,교통편 발권,3
1203010214,지상수배,3
1203010216,여행서류 확인,2
1203010217,고객 응대 서비스,2
1203010218,여행 상품 설명,3
1203010219,교통편 조회 예약,2
1203010301,국내여행안내 행사지시서 확인,2
1203010302,국내여행안내 행사준비,3
1203010303,미팅(meeting),2
1203010304,교통편 탑승 후 오리엔테이션,3
1203010305,관광자원 해설,3
1203010306,국내여행안내 행사진행,3
1203010307,국내여행안내 시 안전관리,4
1203010308,국내여행고객 만족관리,4
1203010309,센딩(Sending),2
1203010310,국내여행안내 정산·보고,4
1203010401,국외여행안내 행사확정 확인,3
1203010402,국외여행안내 사전 정보 확인,3
1203010405,기내 업무,3
1203010406,입국 업무,3
1203010407,국외여행 행사관리,3
1203010408,국외여행 시 안전관리,3
1203010409,국외여행고객 만족관리,3
1203010410,국외여행 정산·보고,3
1203010411,국외여행안내 행사정보 파악,2
1203010412,국외여행안내 사전 정보 지원,2
1203010413,출국장 업무,2
1203010414,출국업무,3
1203010501,기내 안전관리,3
1203010502,승객 탑승 전 준비,3
1203010503,승객 탑승 및 이륙전 서비스,3
1203010504,비행 중 서비스,3
1203010505,착륙 전 서비스,3
1203010506,착륙 후 서비스,3
1203010507,승객 하기 후 관리,3
1203010508,응급환자 대처,3
1203010509,객실승무 관리,4
1203010510,기내음료 서비스,2
1203010511,항공서비스 업무 기본,2
1203010512,항공 기내방송 업무,3
1203010513,고객만족 서비스,3
1203010514,항공서비스 매너,2
1203020102,관광숙박 판촉,4
1203020106,관광숙박 구매,4
1203020108,관광숙박 총무,5
1203020110,관광숙박 운영 기획,6
1203020111,관광숙박 사업 개발,7
1203020112,관광숙박 마케팅,5
1203020113,관광숙박 회계,4
1203020114,관광숙박 인적자원관리,5
1203020201,객실 예약 관리,3
1203020202,체크 인(Check In),3
1203020203,재실(In-house)고객 관리,4
1203020205,객실 일일 마감,4
1203020207,객실 매출 관리,5
1203020211,체크 아웃(Check Out) 정산,3
1203020212,하우스키핑 관리,3
1203020301,식음료 업장 운영,3
1203020302,호텔 레스토랑 서비스,2
1203020303,호텔 음료 서비스,2
1203020304,델리 숍 운영,3
1203020305,식음료 직원 관리,5
1203020306,식음료 고객 관리,4
1203020307,식음료 메뉴 기획,5
1203020308,부대업장 손익 관리,5
1203020309,휘트니스 센터 회원 관리,4
1203020310,휘트니스 센터 운영,3
1203020401,연회 판촉,4
1203020402,연회 예약 상담,3
1203020405,연회 행사 진행,2
1203020406,웨딩 행사 준비,3
1203020407,출장 연회,3
1203020408,연회 행사 정산,3
1203020409,연회 행사 사후관리,3
1203020411,연회 행사 준비,3
1203020501,발렛(valet),2
1203020502,도어 데스크,2
1203020503,벨 데스크,2
1203020504,컨시어지(concierge),3
1203020505,GRO(Guest Relations Officer),4
1203020506,귀빈층 라운지(EFL),3
1203020507,비즈니스 센터,3
1203020508,고객 서비스 센터,3
1203020509,당직,5
1203030101,회의 유치,8
1203030102,신규회의 개발,7
1203030103,회의 개최 기획,7
1203030104,회의 예산 관리,6
1203030105,회의 후원 유치,6
1203030106,회의 프로그램 설계,5
1203030110,회의인력 관리,3
1203030111,회의 현장조성,4
1203030112,회의 위기관리,5
1203030113,회의 사후관리,3
1203030114,회의 등록 및 숙박 관리,3
1203030115,의전·수송·관광·식음료 관리,3
1203030116,회의 홍보 및 마케팅,5
1203030117,회의 제작물 기획 관리,4
1203030201,전시회 개발,7
1203030202,전시회 개최 계획 수립,7
1203030204,전시회 참가업체유치,5
1203030212,전시회 비즈니스 매칭,5
1203030214,전시회 안전관리,5
1203030217,전시장 조성,4
1203030218,전시회 광고·홍보,3
1203030219,전시회 참관객 유치,4
1203030220,전시회 운영,5
1203030221,전시장 운영 관리,5
1203030301,이벤트 기획·제안,8
1203030302,이벤트 예산 관리,7
1203030303,이벤트 계획 및 관리,6
1203030304,이벤트 현장 연출,7
1203030305,이벤트 영상 제작 기획·관리,5
1203030306,이벤트 출연진 섭외 관리,4
1203030307,이벤트 식음료 계획·관리,4
1203030308,이벤트 제작물 관리,4
1203030309,이벤트 행사 의전,6
1203030310,이벤트 현장 인력 관리,3
1203030311,이벤트 사진·영상 기록물 관리,5
1203030312,이벤트 협력사 관리,5
1203030313,이벤트 현장 안전 관리,6
1203040101,카지노 사업기획,7
1203040103,카지노 인력수급,4
1203040104,카지노 마케팅전략수립,7
1203040105,카지노 상품선정,4
1203040106,카지노 시장창출,4
1203040107,카지노 고객서비스전략수립,4
1203040108,카지노 고객관리,4
1203040109,카지노 직원교육기획,4
1203040110,카지노 전산시스템구축계획,5
1203040111,카지노 보안,4
1203040112,카지노 영업장배치,4
1203040113,카지노 게임기기 배치,4
1203040201,카지노 영업 관리,6
1203040202,테이블 게임 관리,5
1203040204,머신 게임 관리,3
1203040205,카지노 영업회계 관리,3
1203040206,카지노 고객 지원,3
1203040207,카지노 영업 지원,2
1203040208,서베일런스 운영,4
1203040215,테이블 게임 전문진행,3
1203040216,룰렛 게임 수행,3
1203040217,블랙잭 게임 수행,3
1203040218,바카라 게임 수행,3
1203040219,기타 게임 수행,3
1203040303,크루즈 식음료 관리,4
1203040304,크루즈 조리 관리,4
1203040305,크루즈 기항지관광 관리,4
1203040306,크루즈 카지노 관리,4
1203040307,크루즈 위락 시설 관리,4
1203040308,크루즈 마케팅,6
1203040309,크루즈 지상 지원 관리,4
1203040310,크루즈 선상 지원 관리,4
1203040311,크루즈 승객서비스 관리,4
1203040312,크루즈 여행정보 관리,4
1203040313,크루즈 캐빈 관리,4
1203040314,크루즈 승객지원 관리,4
1203040401,유원시설 기획,7
1203040403,어트랙션 운영 관리,3
1203040408,유원시설 시설 관리,6
1203040409,유원시설 마케팅,5
1203040410,유원시설 운영 지원,6
1203040411,유원시설 고객 응대,3
1203040412,유원시설 현장서비스 관리,3
1203040413,유원시설 상품 기획개발,4
1203040414,유원시설 상품 판매관리,3
1203040415,유원시설 식음료 기획,4
1203040416,유원시설 식음료 업장 운영,3
1203040417,유원시설 이벤트 기획,4
1203040418,유원시설 이벤트 운영,3
1203040419,유원시설 전시 기획,4
1203040420,유원시설 전시 운영,3
1203040501,리조트 회원 관리,4
1203040502,리조트 회원 입·퇴실 관리,3
1203040503,리조트 객실 운용 관리,3
1203040504,리조트 식음료 관리,3
1203040505,리조트 편의시설 관리,3
1203040506,리조트 단체행사 관리,3
1203040507,리조트 상품기획 관리,4
1203040508,리조트 안전 관리,3
1204010103,스포츠용품 시제품 제작,4
1204010104,스포츠용품 검증,5
1204010105,스포츠용품 인증관리,4
1204010106,스포츠용품 생산공정 설계,4
1204010107,스포츠용품 자재관리,3
1204010108,스포츠용품 생산관리,3
1204010109,스포츠용품 설치·사후관리,2
1204010110,스포츠용품 개발 계획수립,4
1204020101,스포츠시설 고객요구 파악,4
1204020103,스포츠시설 부지선정,5
1204020104,스포츠시설 사업 타당성 평가,4
1204020105,스포츠시설 선행사례 조사 분석,3
1204020106,스포츠시설 건축,4
1204020107,스포츠시설 내부 공간구성,4
1204020108,스포츠시설 사후관리,3
1204020201,스포츠시설 경영기획,4
1204020202,스포츠시설 마케팅관리,4
1204020203,스포츠시설 재무관리,4
1204020204,스포츠시설 운영지원,4
1204020205,스포츠시설물 운용관리,4
1204020206,스포츠시설 고객관리,4
1204020207,스포츠시설 서비스운영,3
1204020208,스포츠시설 안전관리,3
1204020209,스포츠시설 법률지원,4
1204020210,공동주택 스포츠 커뮤니티관리,4
1204030101,선수스포츠 안전지도,4
1204030102,선수스포츠 윤리지도,3
1204030103,선수스포츠 심리훈련지도,6
1204030104,선수스포츠 체력육성지도,4
1204030105,선수스포츠 컨디셔닝지도,4
1204030106,겨루기종목지도,4
1204030108,조준종목지도,4
1204030109,경연종목지도,4
1204030110,라이딩종목지도,4
1204030111,체력육성종목지도,4
1204030112,선수스포츠 경기력분석관리,5
1204030113,선수상담지도,3
1204030114,선수체력평가,3
1204030115,동작분석지도,4
1204030116,스포츠마사지지도,3
1204030117,e스포츠지도,3
1204030118,골경기지도,4
1204030119,네트경기지도,4
1204030120,야구형경기지도,4
1204030201,일반인스포츠 프로그램 기획,6
1204030202,일반인스포츠 회원관리,3
1204030203,유소년스포츠지도,4
1204030204,청소년·성인스포츠지도,4
1204030205,노인스포츠지도,4
1204030206,장애인스포츠지도,4
1204030208,스포츠클럽 지도사관리,5
1204030209,일반인스포츠 환경관리,3
1204030210,생활자세교정지도,3
1204030211,신체활동지도,3
1204030212,해양스포츠지도,3
1204030213,항공스포츠지도,3
1204030214,뉴스포츠지도,3
1204030215,아웃도어스포츠지도,3
1204030216,전통스포츠지도,4
1204030301,건강운동기획,5
1204030302,건강운동상담,3
1204030303,건강운동검사,5
1204030304,건강운동평가,5
1204030305,건강운동프로그램개발,5
1204030306,유산소성운동지도,3
1204030308,유연성운동지도,3
1204030312,운동환경 안전관리,4
1204030313,체형개선,4
1204030314,신체대사기능향상지도,4
1204030315,운동수행능력지도,4
1204030316,체형분석지도,3
1204030317,신체교정운동지도,3
1204030318,바디웨이트운동지도,4
1204030319,프리웨이트운동지도,3
1204030320,머신웨이트운동지도,3
1204030321,심부근운동지도,3
1204030322,심혈관계질환자운동지도,5
1204030323,대사성질환자운동지도,5
1204030324,근육계질환자운동지도,5
1204030325,골격계질환자 운동지도,5
1204030326,다이어트프로그램지도,4
1204030327,그룹운동지도,4
1204030328,펑셔널트레이닝지도,4
1204030329,유연성회복,5
1204030330,고유수용성 회복,5
1204030331,근력회복,5
1204030332,운동기능회복,5
1204030333,수중운동회복,5
1204030334,동기유발,5
1204030335,테이핑지도,3
1204030401,경기자료기록,2
1204030402,경기영상 자료기록,4
1204030403,경기자료분석,3
1204030404,경기영상 자료분석,3
1204030405,경기분석 자료활용,5
1204030406,경기기록분석 자료관리,5
1204030407,경기분석 사업모형화,6
1204030408,승패예측,6
1204030501,심판 총괄관리,6
1204030502,심판 심의관리,5
1204030503,심판 자격관리,5
1204030504,심판 윤리지도,5
1204030505,경기개시관리,3
1204030506,경기진행,4
1204030507,경기판정,3
1204030508,경기종료관리,3
1204030509,심판 컨디션관리,3
1204030510,심판 인성훈련지도,5
1204030511,심판 심리훈련지도,4
1204030512,오심방지훈련 지도,4
1204030513,심판 가상훈련지도,4
1204030601,경기행정관리,5
1204030602,프로모션지원,4
1204030603,경기운영지원,3
1204030604,선수지원관리,6
1204030605,선수단관리,6
1204030606,경기력지원,5
1204030607,경기장관리,4
1204030608,경기용품관리,3
1204030609,스포츠경기현장체험,3
1204030610,스포츠 국제교류,7
1204030611,경기운영 인력 활용,5
1204030701,건강운동 ICT 융복합 콘텐츠개발 환경 분석,4
1204030702,건강운동 ICT 융복합 콘텐츠개발 기획,5
1204030703,건강운동 ICT 융복합 콘텐츠개발 적용기술 검토,5
1204030704,건강운동 ICT 융복합 콘텐츠개발 플랫폼 기획,6
1204030705,건강운동 ICT 융복합 콘텐츠개발 참여인력 구성,5
1204030706,건강운동 ICT 융복합 콘텐츠개발 계획 수립,6
1204030707,건강운동 ICT 융복합 콘텐츠개발 사업계획서 작성,5
1204030801,경기력향상 융복합 콘텐츠 환경분석,4
1204030802,경기종목 특성 분석,4
1204030803,종목별 경기력향상 요인 도출,5
1204030804,경기력향상 과학기술 도식화 기법 활용,5
1204030805,경기력향상 융복합 콘텐츠 아이템 개발,5
1204030806,경기력향상 콘텐츠 과학기술 적용 계획,6
1204030807,운용 시스템 구축 계획,5
1204030808,사업화 계획,5
1204030901,골프캐디 경기준비,2
1204030902,골프캐디 경기진행,3
1204030903,골프캐디 고객서비스,3
1204030904,골프캐디 경기안전,3
1204030905,골프카트 활용,3
1204030906,골프클럽 서브,3
1204030907,골프캐디 경기종료,2
1204040101,스포츠이벤트 전략기획,5
1204040102,스포츠이벤트 비즈니스 툴 개발,4
1204040103,스포츠이벤트 협상,5
1204040104,스포츠이벤트 자원관리 기획,4
1204040105,스포츠이벤트 경기운영 지원,2
1204040106,스포츠이벤트 마케팅,4
1204040107,스포츠관광 기획,4
1204040108,스포츠이벤트 안전 기획,3
1204040109,스포츠이벤트 결과보고·사후평가,4
1204040110,스포츠관광상품개발,3
1204040111,스포츠관광상품 샘플투어,3
1204040112,스포츠관광상품 출시관리,4
1204040113,스포츠관광상품 고객관리,3
1204040114,스포츠관광상품 출입국관리,3
1204040115,스포츠관광행사관리,3
1204040116,스포츠관광상품 마케팅,3
1204040117,스포츠이벤트 중계권관리,5
1204040201,스포츠라이선싱 환경 분석,4
1204040202,스포츠라이선싱 권리관계 파악,5
1204040203,스포츠라이선싱 실행가능성 검토,4
1204040204,스포츠라이선싱 계약,5
1204040205,스포츠라이선싱 제품 프로모션,4
1204040206,스포츠라이선싱 제품개발,3
1204040207,스포츠라이선싱 제품판매,2
1204040208,스포츠라이선싱 권리침해 대응,5
1204040301,선수정보파악,3
1204040302,선수이적계약,5
1204040303,선수연봉계약,5
1204040304,선수용품 후원계약,4
1204040305,선수광고계약,4
1204040306,미디어관계관리,3
1204040307,퍼블리시티권 관리,4
1204040308,스포츠법률 지원,5
1204040309,선수생활·자산관리 지원,3
1204040310,사회공헌활동관리,3
1204040401,스포츠정보체계 기획,5
1204040402,스포츠정보 수집,3
1204040403,스포츠정보 분류,2
1204040404,스포츠정보 가공,3
1204040405,스포츠정보 분석,3
1204040406,스포츠정보 활용,4
1204040407,스포츠정보 평가관리,4
1204040408,대안적 정보 생성,5
1204050101,게임지도,3
1204050102,댄스지도,3
1204050103,레크스포츠지도,3
1204050104,생활음악지도,3
1204050105,수예공작지도,2
1204050106,스피치커뮤니케이션지도,3
1204050107,여가원리지도,3
1204050108,연기지도,3
1204050109,이벤트MC지도,3
1204050110,인성훈련지도,3
1204050111,집단지도,3
1204050112,치료레크리에이션지도,3
1204050113,캠프지도,3
1204050114,노인레크리에이션지도,3
1204050115,레크리에이션프로그래밍지도,3
1301010001,음식 위생관리,2
1301010002,음식 안전관리,2
1301010003,음식 메뉴관리,4
1301010004,음식 구매관리,3
1301010005,음식 재료관리,2
1301010103,한식 면류조리,4
1301010104,한식 국 · 탕조리,2
1301010106,한식 찜 · 선조리,4
1301010109,한식 구이조리,4
1301010111,김치조리,4
1301010112,음청류조리,3
1301010113,한과조리,5
1301010114,장아찌조리,4
1301010120,한식기초조리실무,2
1301010121,한식 밥조리,2
1301010122,한식 죽조리,2
1301010123,한식 찌개조리,2
1301010124,한식 전골조리,4
1301010125,한식 조림·초조리,3
1301010126,한식 볶음조리,4
1301010127,한식 전·적조리,2
1301010128,한식 튀김조리,4
1301010129,한식 생채·회조리,2
1301010130,한식 숙채조리,4
1301010202,양식 스톡조리,2
1301010203,양식 소스조리,4
1301010204,양식 수프조리,3
1301010207,양식 어패류조리,4
1301010208,양식 육류조리,4
1301010209,양식 파스타조리,4
1301010210,양식 조식조리,2
1301010216,양식 기초 조리실무,2
1301010217,양식 샌드위치조리,2
1301010218,양식 사이드 디쉬 조리,3
1301010219,양식 디저트조리,4
1301010220,연회조리,3
1301010221,푸드 플레이팅,4
1301010222,조리외식경영,5
1301010223,양식 전채·샐러드 조리,2
1301010302,중식 절임·무침조리,2
1301010303,중식 육수·소스조리,2
1301010304,중식 냉채조리,4
1301010305,중식 딤섬조리,4
1301010306,중식 수프·탕조리,4
1301010307,중식 볶음조리,4
1301010308,중식 튀김조리,2
1301010309,중식 찜조리,4
1301010310,중식 조림조리,2
1301010311,중식 구이조리,4
1301010312,중식 면조리,3
1301010313,중식 밥조리,2
1301010314,중식 후식조리,4
1301010320,중식 기초 조리실무,2
1301010321,중식 식품조각,4
1301010402,일식 초회조리,2
1301010403,일식 무침조리,2
1301010404,일식 국물조리,2
1301010405,일식 냄비조리,3
1301010406,일식 조림조리,2
1301010407,일식 찜 조리,3
1301010409,일식 튀김조리,4
1301010410,일식 구이조리,3
1301010411,일식 면류조리,2
1301010412,일식 밥류조리,2
1301010414,일식 굳힘조리,3
1301010435,일식 기초조리 실무,2
1301010436,일식 흰살생선 회조리,5
1301010437,일식 붉은살생선 회조리,5
1301010438,일식 패류(조개류) 회조리,4
1301010439,일식 롤 초밥조리,4
1301010440,일식 모둠 초밥조리,5
1301010441,일식 알 초밥조리,4
1301010501,복어 부재료 손질,2
1301010502,복어 양념장 준비,2
1301010503,복어 껍질굳힘조리,3
1301010504,복어 껍질초회조리,2
1301010505,복어 구이조리,3
1301010506,복어 튀김조리,4
1301010507,복어 찜조리,4
1301010508,복어 죽조리,3
1301010509,복어 술제조,2
1301010510,복어 기초조리실무,2
1301010511,복어 선별·손질 관리,2
1301010512,복어 회 학모양조리,5
1301010513,복어 회 국화모양조리,5
1301010514,복어 샤브샤브 조리,4
1301010515,복어 맑은탕조리,4
1301010516,복어 초밥조리,4
1301010517,복어 구슬초밥조리,5
1301020101,식음료 영업 준비,2
1301020102,식음료 영업장 예약 관리,3
1301020103,환영 환송,3
1301020104,식음료 주문,3
1301020105,음료 서비스,3
1301020106,음식 서비스,3
1301020107,식음료 영업장 마감,3
1301020108,식음료 영업장 위생 안전 관리,3
1301020109,식음료 고객 관리,4
1301020110,식음료 영업장 관리,5
1301020201,와인 선정·구매,4
1301020202,와인·와인셀러 관리,3
1301020203,와인 추천,3
1301020204,와인 서비스,3
1301020205,와인 테이스팅,4
1301020206,와인장비·비품 관리,2
1301020212,와인 분류,3
1301020314,에스프레스 추출,2
1301020315,커피추출운용,3
1301020316,에스프레소 응용메뉴 제조,3
1301020318,라떼아트,4
1301020320,커피로스팅,4
1301020321,커피블렌딩,4
1301020322,커피테이스팅,4
1301020324,커피기계운용,3
1301020325,커피분류평가,3
1301020402,음료 특성 분석,2
1301020404,고객 서비스,3
1301020406,메뉴 개발,4
1301020407,음료 영업장 마케팅,5
1301020409,바텐더 외국어 사용,2
1301020410,칵테일 기법 실무,2
1301020411,칵테일 조주 실무,3
1301020412,음료 영업장 관리,2
1301020501,세계 식문화 조사,2
1301020502,푸드스타일링,3
1301020503,동양 테이블 코디네이트,3
1301020504,서양 테이블 코디네이트,3
1301020505,식공간 장식물 연출,3
1301020506,파티 식공간 연출,4
1301020507,식공간 메뉴기획,4
1301020508,식문화콘텐츠 기획,5
1301020509,음식사진 촬영,3
1301030101,외식고객 서비스관리,4
1301030102,식자재관리,2
1301030103,메뉴 품질관리,4
1301030104,매장 시간대별 업무관리,3
1301030105,매장 인력관리,5
1301030106,매장 교육관리,4
1301030107,매장 위생관리,3
1301030108,매장 안전관리,3
1301030109,매장 마케팅관리,5
1301030110,매장 손익관리,5
1301030111,비대면 서비스 운영관리,4
1401010101,기본구상,8
1401010102,타당성 조사,8
1401010103,기본계획수립,7
1401010104,설계표준화,7
1401010105,사업관리계획수립,7
1401010106,설계단계 관리계획수립,7
1401010107,시공단계 관리계획수립,7
1401010108,VE 수행계획수립,6
1401010109,BIM 수행계획수립,6
1401010110,건설정보체계 구축계획,6
1401010111,건설기술용역 종합평가 계획,6
1401020101,해당 공사 분석,6
1401020102,공정 계획 수립,7
1401020103,공정관리를 위한 조직구성,7
1401020104,공정관리를 위한 업무조정,7
1401020105,공정관리를 위한 자료관리,4
1401020106,공정관리 절차 수립,6
1401020107,공정관리 Tool 활용,5
1401020108,공정표 작성,5
1401020109,진도관리,5
1401020110,공정관리 성과분석,6
1401020111,지연공기 만회대책 수립,6
1401020112,공정관련 교육 실행,6
1401020201,품질관리 분석,7
1401020202,품질관리 계획수립,6
1401020203,품질관리 교육,6
1401020204,품질관리 조직구성,4
1401020205,품질관리 경비관리,5
1401020206,품질관리 자료관리,4
1401020207,자재 품질관리,4
1401020208,품질관리 점검,5
1401020209,품질사고 예방관리,7
1401020210,품질관리 성과분석,6
1401020301,공사환경 특성 파악,5
1401020302,환경관련규정 검토,5
1401020303,환경관련 인·허가 이행,6
1401020304,환경영향평가서 이행,7
1401020305,환경오염 저감시설물 설치·유지관리,5
1401020306,현장 환경 점검,5
1401020307,환경관리비 집행,4
1401020308,에너지 및 온실가스 저감,6
1401020309,환경오염물질 측정·분석,6
1401020310,환경민원사고 대응 및 보고,7
1401020311,환경교육 계획수립 및 실시,7
1401020312,기록 및 사례전파,4
1401020401,현장착공 관리,6
1401020402,설계적정성 검토,7
1401020403,실행예산 관리,7
1401020404,계약 관리,6
1401020405,현장자원 관리,5
1401020406,하도급 관리,6
1401020407,공사원가 관리,7
1401020408,현장준공 관리,6
1401020409,고객 관리,5
1401020410,하자 관리,6
1401030101,유지관리 계획 수립,5
1401030102,유지관리 행정업무 수행,4
1401030103,유지관리 정보 수집,2
1401030104,시설물 점검 실시,4
1401030105,시설물 진단 실시,5
1401030106,시설물 성능 상태 분석,6
1401030107,보수·보강 설계,6
1401030108,보수·보강 시공 관리,5
1401030109,보수·보강 성능 평가,7
1401030110,보수·보강 후 성능관리 시행,3
1401030111,유지관리 보수·보강 후 시설물 이력 정보관리,2
1401030112,유지관리 개선사항 피드백,6
1401040101,사업현황 분석,7
1401040102,BIM 수행계획 수립,6
1401040103,BIM 협업플랫폼 활용,4
1401040104,BIM 기초 데이터 작성,4
1401040105,BIM 응용 데이터 작성,5
1401040106,BIM 성과품 작성,5
1401040107,설계 BIM 성과품 검토,6
1401040201,스마트건설 정보화 기획,6
1401040202,스마트건설 생애주기 정보화 계획수립,5
1401040203,스마트건설 생애주기 정보구축,4
1401040204,스마트건설 생애주기 정보활용,5
1401040205,스마트건설 수행결과 정보관리,5
1401040206,데이터 기반 시설물 유지관리,5
1401040301,스마트건설기술 적용계획 수립,6
1401040302,스마트건설 시공현장 관리 정보체계 구축,5
1401040303,스마트건설 시공관리기술 적용,6
1401040304,스마트건설 시공단계 BIM 기술 적용,5
1401040305,스마트건설 시공단계 디지털정보 수집 기술 적용,4
1401040306,스마트건설 시공단계 자동화 기술 적용,5
1401040307,스마트건설 탈현장시공(OSC) 기술 적용,5
1402010101,도로설계 대상 조사분석,7
1402010103,도로 출입시설 계획,6
1402010105,도로설계 교통수요·경제성 분석,6
1402010107,도로설계 도면 작성,4
1402010108,도로설계 계산서 작성,5
1402010109,도로설계 시방서 작성,6
1402010110,도로설계 공사비 산출,5
1402010111,도로설계 보고서 작성,7
1402010112,도로설계 인·허가서류 작성,4
1402010113,도로설계 노선계획,7
1402010114,도로 선형·토공 설계,6
1402010115,도로 배수시설 설계,4
1402010116,도로 포장·부대시설 설계,4
1402010201,공항설계 현황조사,5
1402010202,공항설계 설계기준 수립,6
1402010204,공항설계 입지 분석,7
1402010205,공항설계 사업 타당성 분석,7
1402010206,공항설계 평면배치,6
1402010207,공항설계 공종별 세부설계,5
1402010208,공항설계 계산서 작성,5
1402010209,공항설계 도면 작성,4
1402010210,공항설계 시방서 작성,5
1402010211,공항설계 사업비 산정,5
1402010212,공항설계 보고서 작성,6
1402010213,공항설계 유지관리 계획 수립,6
1402010214,공항설계 인·허가 서류 작성,5
1402010215,공항설계 수요예측,6
1402010216,공항설계 시설규모 결정,6
1402010301,터널설계 사업계획 수립,7
1402010302,터널설계 현황조사,4
1402010303,터널설계 기본계획 수립,7
1402010304,터널 일반설계,6
1402010305,부문별 터널설계,6
1402010306,TBM 터널설계,6
1402010307,터널설계 계산서 작성,5
1402010308,터널설계 도면 작성,5
1402010309,터널설계 시방서 작성,7
1402010310,터널설계 사업비 산정,6
1402010311,터널설계 보고서 작성,6
1402010312,터널 지하안전 계획 수립,6
1402010401,교량설계 사전자료 검토,6
1402010402,교량설계 사업개요 분석,6
1402010403,교량설계 현황 조사,5
1402010404,교량설계 기본계획 수립,7
1402010405,교량설계 형식·공법 결정,7
1402010406,교량설계 계산서 작성,5
1402010407,교량설계 도면 작성,5
1402010408,교량설계 시방서 작성,7
1402010409,교량설계 사업비 산정,5
1402010410,교량설계 보고서 작성,6
1402010501,항만(해양)설계 사업개요 분석,6
1402010502,항만(해양)설계 현황조사·실험,4
1402010503,항만(해양)설계 타당성 검토,7
1402010504,항만(해양)설계 설계기준 설정,5
1402010505,항만(해양)설계 기본계획 수립,7
1402010506,항만(해양)설계 상세설계,5
1402010507,항만(해양)설계 계산서 작성,5
1402010508,항만(해양)설계 도면 작성,4
1402010509,항만(해양)설계 시방서 작성,5
1402010510,항만(해양)설계 사업비 산정,4
1402010511,항만(해양)설계 보고서 작성,6
