자격구분코드,자격구분명,계열명,종목명
T,국가기술자격      ,기술사,산업기계설비기술사
T,국가기술자격      ,기술사,화공기술사
T,국가기술자격      ,기술사,조선기술사
T,국가기술자격      ,기술사,섬유공정기술사
T,국가기술자격      ,기술사,자원관리기술사
T,국가기술자격      ,기사,기계설계기사
T,국가기술자격      ,기사,직업상담사1급
T,국가기술자격      ,기능사,내선공사기능사보
T,국가기술자격      ,기능사,외선공사기능사보
T,국가기술자격      ,기능사,버섯종묘기능사보
T,국가기술자격      ,기능사,영림기능사보
T,국가기술자격      ,기능사,동력배선기능사보
T,국가기술자격      ,기능사,내화물제조기능사보
T,국가기술자격      ,기능사,신호보안기능사보
T,국가기술자격      ,기능사,음향영상기기기능사보
T,국가기술자격      ,기능사,전자기기기능사보
T,국가기술자격      ,기능사,통신나선기능사보
T,국가기술자격      ,기사,섬유기계기사
T,국가기술자격      ,기사,품질경영기사
T,국가기술자격      ,기사,자동차정비기능사1급
E,,기사,직업상담직(8급)
E,,기사,직업상담직(9급)
T,국가기술자격      ,기능사,의료전자기능사
T,국가기술자격      ,기사,의공산업기사
T,국가기술자격      ,기사,의공기사
T,국가기술자격      ,기능사,미용사(일반)
T,국가기술자격      ,기능사,미용사(피부)
E,,기사,일반직5급
T,국가기술자격      ,기능사,통신케이블기능사보
T,국가기술자격      ,기능사,제지기능사보
T,국가기술자격      ,기능사,제지기능사보
T,국가기술자격      ,기능사,제지기능사보
T,국가기술자격      ,기능사,가죽처리기능사보
T,국가기술자격      ,기능사,고압가스화학기능사보
T,국가기술자격      ,기능사,발전기기능사보
T,국가기술자격      ,기능사,전기기기(1)기능사보
T,국가기술자격      ,기능사,전기기기(2)기능사보
T,국가기술자격      ,기능사,전기계측제어기능사보
T,국가기술자격      ,기능사,어로기능사보
T,국가기술자격      ,기능사,담배포장기능사보
T,국가기술자격      ,기능사,담배재건조기능사보
T,국가기술자격      ,기능사,잠수기능사보
T,국가기술자격      ,대한상공회의소 시행종목,전자상거래관리사1급
T,국가기술자격      ,기능사,사진제판기능사보
T,국가기술자격      ,기사,전기철도산업기사
T,국가기술자격      ,기능사,인쇄사진기능사보
T,국가기술자격      ,기능사,사진제판기능사보
T,국가기술자격      ,기능사,플라스틱제품제조기능사보
T,국가기술자격      ,기능사,제지기능사보
T,국가기술자격      ,기능사,열처리기능사보
T,국가기술자격      ,기능사,열처리기능사보
T,국가기술자격      ,기능사,주물용해기능사보
T,국가기술자격      ,기능사,주강용해기능사보
T,국가기술자격      ,기능사,고압가스냉동기계기능사보
T,국가기술자격      ,기사,산림기사
T,국가기술자격      ,기사,판금제관산업기사
T,국가기술자격      ,기사,컴퓨터응용가공산업기사
T,국가기술자격      ,기사,화공산업기사
T,국가기술자격      ,기사,품질경영산업기사
T,국가기술자격      ,기능사,제지기능사보
T,국가기술자격      ,기능사,화학분쇄혼합기능사보
T,국가기술자격      ,기능사,화학열기기조작기능사보
T,국가기술자격      ,기능사,화학분리기기조작기능사보
T,국가기술자격      ,기능사,축산기능사보
T,국가기술자격      ,기능사,화학반응기기조작기능사보
T,국가기술자격      ,기능사,화학유화기기조작기능사보
S,국가전문자격      ,경매사,경매사(수산)
E,,직무수행역량평가,직무수행역량평가
S,국가전문자격      ,경매사,경매사(축산)
S,국가전문자격      ,경매사,경매사(약용)
S,국가전문자격      ,관광통역안내사,관광통역안내사(태국어)
S,국가전문자격      ,관광통역안내사,관광통역안내사(아랍어)
S,국가전문자격      ,관광통역안내사,관광통역안내사(베트남어)
S,국가전문자격      ,관광통역안내사,관광통역안내사(말레이/인도네시아어)
S,국가전문자격      ,경매사,경매사(화훼)
S,국가전문자격      ,경매사,경매사(양곡)
T,국가기술자격      ,기능사,광산보안기능사(기계분야)
S,국가전문자격      ,관광통역안내사,관광통역안내사(이탈리아어)
S,국가전문자격      ,경매사,경매사(청과)
S,국가전문자격      ,기술지도사,기술지도사(생명공학)
S,국가전문자격      ,청소년지도사,1급 청소년지도사
S,국가전문자격      ,청소년지도사,2급 청소년지도사
S,국가전문자격      ,청소년지도사,3급 청소년지도사
S,국가전문자격      ,청소년상담사,1급 청소년상담사
S,국가전문자격      ,청소년상담사,2급 청소년상담사
T,국가기술자격      ,대한상공회의소 시행종목,전산회계운용사1급
T,국가기술자격      ,대한상공회의소 시행종목,부기4급
T,국가기술자격      ,대한상공회의소 시행종목,영문타자4급
T,국가기술자격      ,대한상공회의소 시행종목,타자1급
T,국가기술자격      ,대한상공회의소 시행종목,한글타자5급
T,국가기술자격      ,대한상공회의소 시행종목,전산회계운용사3급
T,국가기술자격      ,대한상공회의소 시행종목,영문타자5급
T,국가기술자격      ,대한상공회의소 시행종목,한글타자4급
T,국가기술자격      ,대한상공회의소 시행종목,전자상거래운용사
T,국가기술자격      ,대한상공회의소 시행종목,주산단위(1단~8단)
T,국가기술자격      ,대한상공회의소 시행종목,전산회계운용사2급
S,국가전문자격      ,청소년상담사,3급 청소년상담사
T,국가기술자격      ,기술사,기계기술사
T,국가기술자격      ,기술사,컴퓨터시스템응용기술사
T,국가기술자격      ,기술사,섬유기술사
T,국가기술자격      ,기능사,금형기능사
T,국가기술자격      ,기능사,건설기계정비기능사
T,국가기술자격      ,기능사,판금제관기능사
T,국가기술자격      ,기능사,양복기능사
T,국가기술자격      ,기능사,제강기능사
T,국가기술자격      ,기사,기상감정기사
T,국가기술자격      ,기사,재료조직평가산업기사
T,국가기술자격      ,기사,섬유기사
T,국가기술자격      ,기능사,에너지관리기능사
T,국가기술자격      ,기능사,양장기능사
T,국가기술자격      ,기능사,임산가공기능사
T,국가기술자격      ,기사,전파전자통신기사
T,국가기술자격      ,기능사,광산보안기능사
T,국가기술자격      ,기능사,위험물기능사
T,국가기술자격      ,기능사,컨테이너크레인운전기능사
T,국가기술자격      ,기능사,전파전자통신기능사
T,국가기술자격      ,기능사,원예종묘기능사2급
T,국가기술자격      ,기사,섬유산업기사
T,국가기술자격      ,기능사,철도전기신호기능사
T,국가기술자격      ,기사,전파전자통신산업기사
T,국가기술자격      ,기사,광학기기산업기사
T,국가기술자격      ,기술사,금속제련기술사
S,국가전문자격      ,산업안전지도사,산업안전지도사(건설안전)
S,국가전문자격      ,산업안전지도사,산업안전지도사(화공안전)
T,국가기술자격      ,기사,정보보안기사
T,국가기술자격      ,기사,신재생에너지발전설비기사(태양광)
T,국가기술자격      ,기능사,신재생에너지발전설비기능사(태양광)
T,국가기술자격      ,기사,원예종묘기사2급
T,국가기술자격      ,기사,그린전동자동차기사
S,국가전문자격      ,국가유산수리기능자(24종목),국가유산수리기능자(온돌공)
S,국가전문자격      ,국가유산수리기능자(24종목),국가유산수리기능자(모사공)
T,국가기술자격      ,기능사,라디오텔레비기능사2급
S,국가전문자격      ,수산물품질관리사,수산물품질관리사
S,국가전문자격      ,산업보건지도사,산업보건지도사(직업환경의학)
S,국가전문자격      ,산업보건지도사,산업보건지도사(산업위생공학)
T,국가기술자격      ,기사,임베디드기사
T,국가기술자격      ,기사,정보보안산업기사
T,국가기술자격      ,기사,국제의료관광코디네이터
T,국가기술자격      ,기사,원예종묘기사1급
T,국가기술자격      ,기능사,반도체설비보전기능사
T,국가기술자격      ,기능사,미용사(네일)
T,국가기술자격      ,기사,건설기계기사1급
T,국가기술자격      ,기능사,미용사(메이크업)
S,국가전문자격      ,산업안전지도사,산업안전지도사(기계안전)
S,국가전문자격      ,행정사,외국어번역행정사
S,국가전문자격      ,손해평가사,손해평가사
T,국가기술자격      ,기능사,전기기기기능사2급
T,국가기술자격      ,기사,신재생에너지발전설비산업기사(태양광)
T,국가기술자격      ,기사,화재감식평가산업기사
S,국가전문자격      ,행정사,해사행정사
T,국가기술자격      ,기능사,천공기운전기능사
T,국가기술자격      ,기사,온실가스관리기사
S,국가전문자격      ,산업안전지도사,산업안전지도사(전기안전)
T,국가기술자격      ,기사,화재감식평가기사
T,국가기술자격      ,기사,방수산업기사
S,국가전문자격      ,행정사,일반행정사
T,국가기술자격      ,기사,온실가스관리산업기사
T,국가기술자격      ,기사,일반기계기사2급
S,국가전문자격      ,안전보건공단,3급(안전보건공단)
S,국가전문자격      ,안전보건공단,5급(안전보건공단)
W,,L3,무선통신시공_L3_ver2.0
W,,L4,구내방송통신설계_L4_ver2.0
W,,L2,통신기기운용_L2_ver2.0
W,,L3,유선통신운용_L3_ver2.0
W,,L3,무선통신운용_L3_ver2.0
W,,L4,방송제작운용_L4_ver2.0
C,,기능사,자동차정비기능사
C,,기능사,항공기체정비기능사
C,,기능사,공조냉동기계기능사
C,,기능사,자동화설비기능사
C,,기능사,열처리기능사
C,,기능사,화학분석기능사
C,,기능사,전자캐드기능사
C,,기능사,전자기기기능사
C,,기능사,전자계산기기능사
C,,기능사,자동차보수도장기능사
C,,기능사,측량기능사
C,,기능사,콘크리트기능사
C,,기능사,전산응용건축제도기능사
C,,기능사,전산응용토목제도기능사
W,,L2,주조_L2_ver1.0
W,,L6,화학공정설계_L6_ver1.0
W,,L5,바이오의약품제조_L5_ver1.0
W,,L5,석유화학제품제조(고분자복합재료)_L5_ver1.0
W,,L5,석유화학제품제조(비료)_L5_ver1.0
W,,L5,석유화학제품제조(석유화학)_L5_ver1.0
W,,L5,석유화학제품제조(합성고무)_L5_ver1.0
W,,L2,창호시공_L2_ver2.0
W,,L5,측량·지리정보개발_L5_20V1
W,,L3,건축설계_L3_20V1
W,,L5,건축설계_L5_20V1
W,,L5,건축구조설계_L5_20V1
W,,L2,목공·수장시공_L2_20V1
W,,L2,미장·방수·타일시공_L2_20V1
W,,L2,건축도장시공_L2_20V1
W,,L2,철근콘크리트·가설시공_L2_20V1
W,,L2,창호시공_L2_20V1
W,,L2,단열시공_L2_20V1
W,,L2,구조물해체_L2_20V1
W,,L2,강구조시공_L2_20V1
W,,L2,건축설비시공_L2_20V1
W,,L3,건축설비_L3_20V1
W,,L5,건축설비_L5_20V1
W,,L3,산업환경기계설비_L3_20V1
W,,L5,산업환경기계설비_L5_20V1
W,,L3,산업환경전기·계측제어설비_L3_20V1
W,,L5,산업환경전기·계측제어설비_L5_20V1
W,,L2,조경_L2_20V1
W,,L5,조경_L5_20V1
W,,L5,도시계획_L5_20V1
W,,L2,건설기계정비_L2_20V1
W,,L2,지게차조종_L2_20V1
W,,L3,지게차정비_L3_20V1
W,,L2,건설용크레인조종_L2_20V1
W,,L2,산업용크레인조종_L2_20V1
W,,L3,굴삭기정비_L3_20V1
W,,L3,해양플랜트설치·운용관리_L3_20V1
W,,L5,해양플랜트설치·운용관리_L5_20V1
W,,L5,해양자원탐사개발관리_L5_20V1
W,,L2,전산응용기계설계_L2_20V1
W,,L3,기계요소설계_L3_20V1
W,,L4,구조해석설계_L4_20V1
W,,L5,기계제어설계_L5_20V1
W,,L2,선반가공_L2_20V1
T,국가기술자격      ,기능사,이산화탄소가스아크용접기능사
W,,L5,유선통신설계_L5_ver1.0
W,,L4,IT시스템운영_L4_ver1.0
W,,L2,유선통신운용_L2_ver1.0
W,,L3,건강기능식품가공(원료액상제조가공)_L3_ver1.0
W,,L3,수산식품가공(냉동냉장)_L3_ver1.0
W,,L3,수산식품가공(살균제품)_L3_ver1.0
W,,L3,유제품가공(발효가공)_L3_ver1.0
W,,L3,축산식품가공(기타가공)_L3_ver1.0
W,,L2,떡제조_L2_ver1.0
W,,L5,주얼리디자이너·머천다이저(보석디자인)_L5_ver1.0
W,,L3,도자공예_L3_ver1.0
W,,L3,주얼리디자이너·머천다이저(주얼리마케팅)_L3_ver1.0
W,,L5,건설안전관리_L5_ver1.0
W,,L5,바이오에너지생산기술_L5_ver1.0
W,,L5,자원순환관리_L5_ver1.0
W,,L3,광산보안·화약류관리_L3_ver1.0
W,,L3,생태복원관리_L3_ver1.0
W,,L3,풍력에너지생산기술_L3_ver1.0
W,,L5,수산자원관리_L5_ver1.0
W,,L4,어촌체험관리_L4_ver1.0
W,,L3,돼지사육_L3_ver1.0
W,,L3,씨앗생산_L3_ver1.0
W,,L5,정밀화학제품제조(의약품)_L5_ver1.0
W,,L3,정밀화학제품제조(도료)_L3_ver1.0
W,,L5,광산·조사탐사_L5_ver1.0
W,,L5,광산보안·화약류관리_L5_ver1.0
W,,L5,광산환경관리_L5_ver1.0
W,,L5,비파괴검사관리_L5_ver1.0
W,,L5,산업보건관리_L5_ver1.0
W,,L5,생태복원관리_L5_ver1.0
W,,L5,수질관리_L5_ver1.0
W,,L5,연료전지에너지생산기술_L5_ver1.0
W,,L5,태양광에너지생산기술_L5_ver1.0
W,,L5,태양열에너지생산기술_L5_ver1.0
W,,L3,이용_L3_ver2.0
W,,L5,이용_L5_ver2.0
W,,L2,메이크업디자인_L2_ver2.0
W,,L3,메이크업디자인_L3_ver2.0
W,,L3,웨딩이벤트매니저_L3_ver2.0
W,,L3,웨딩플래너_L3_ver2.0
W,,L3,장례지도_L3_ver2.0
W,,L3,장례시설관리_L3_ver2.0
W,,L4,카지노기획개발_L4_ver2.0
W,,L4,크루즈운영관리_L4_ver2.0
W,,L3,컨벤션기획_L3_ver2.0
W,,L5,컨벤션기획_L5_ver2.0
W,,L3,여행안내_L3_ver2.0
W,,L5,여행상품기획_L5_ver2.0
W,,L3,항공객실서비스_L3_ver2.0
W,,L3,호텔객실서비스_L3_ver2.0
W,,L3,호텔식음료서비스_L3_ver2.0
W,,L5,호텔관리_L5_ver2.0
W,,L3,퍼스널트레이닝_L3_ver2.0
W,,L4,피트니스건강관리_L4_ver2.0
W,,L3,건강운동체형관리_L3_ver2.0
W,,L4,스포츠클럽관리_L4_ver2.0
W,,L3,여가레크리에이션지도_L3_ver2.0
W,,L3,스포츠관광플래닝_L3_ver2.0
W,,L2,한식조리_L2_ver2.0
W,,L4,한식조리_L4_ver2.0
W,,L2,양식조리_L2_ver2.0
W,,L4,양식조리_L4_ver2.0
W,,L2,중식조리_L2_ver2.0
W,,L4,중식조리_L4_ver2.0
W,,L2,일식조리_L2_ver2.0
W,,L4,일식조리_L4_ver2.0
W,,L2,복어조리_L2_ver2.0
W,,L4,복어조리_L4_ver2.0
W,,L3,식음료서비스_L3_ver2.0
C,,기능사,귀금속가공기능사
W,,L3,CNC밀링가공_L3_ver2.0
W,,L2,밀링가공_L2_20V1
W,,L3,연삭가공_L3_20V1
W,,L3,CNC선반가공_L3_20V1
W,,L3,CNC밀링가공_L3_20V1
W,,L3,와이어방전가공_L3_20V1
W,,L4,형조방전가공_L4_20V1
W,,L3,레이저가공_L3_20V1
W,,L3,기계장치조립_L3_20V1
W,,L2,기계요소조립_L2_20V1
W,,L3,기계장치제어_L3_20V1
W,,L4,기계생산관리_L4_20V1
W,,L5,기계생산관리_L5_20V1
W,,L4,기계품질경영_L4_20V1
W,,L5,기계품질경영_L5_20V1
W,,L3,동력기계설치·정비_L3_20V1
W,,L3,생산기계설치·정비_L3_20V1
W,,L4,생산기계설치·정비_L4_20V1
W,,L3,승강기유지관리_L3_20V1
W,,L3,승강기설치_L3_20V1
W,,L2,냉동공조설치_L2_20V1
W,,L3,냉동공조설계_L3_20V1
W,,L3,냉동공조운영관리_L3_20V1
W,,L5,자동차시험평가_L5_20V1
W,,L2,자동차정비_L2_20V1
W,,L3,자동차정비_L3_20V1
W,,L2,자동차차체정비_L2_20V1
W,,L2,자동차보수도장_L2_20V1
W,,L3,자동차차체도장_L3_20V1
W,,L3,선체설계_L3_20V1
W,,L5,선체설계_L5_20V1
W,,L5,선박기본설계_L5_20V1
W,,L3,선박의장설계_L3_20V1
W,,L5,선박의장설계_L5_20V1
W,,L2,선박선체건조_L2_20V1
W,,L4,선박선체건조_L4_20V1
W,,L5,폐자원에너지생산기술_L5_ver1.0
W,,L5,환경영향평가_L5_ver1.0
W,,L5,환경컨설턴트_L5_ver1.0
W,,L3,건설안전관리_L3_ver1.0
W,,L3,광물·석유자원개발_L3_ver1.0
W,,L3,냉동공조운영관리_L3_ver2.0
W,,L5,자동차설계_L5_ver2.0
W,,L5,자동차시험평가_L5_ver2.0
W,,L2,자동차정비_L2_ver2.0
W,,L3,자동차정비_L3_ver2.0
W,,L2,자동차차체정비_L2_ver2.0
W,,L2,자동차보수도장_L2_ver2.0
W,,L3,자동차차체도장_L3_ver2.0
W,,L3,철도차량유지보수_L3_ver2.0
W,,L5,철도차량유지보수_L5_ver2.0
W,,L5,철도차량설계_L5_ver2.0
W,,L3,선체설계_L3_ver2.0
W,,L5,선체설계_L5_ver2.0
W,,L5,선박기본설계_L5_ver2.0
W,,L3,선박의장설계_L3_ver2.0
W,,L5,선박의장설계_L5_ver2.0
W,,L2,선박선체건조_L2_ver2.0
W,,L2,선박의장_L2_ver2.0
W,,L4,선박의장_L4_ver2.0
W,,L3,선박시운전정비_L3_ver2.0
W,,L4,선박시운전정비_L4_ver2.0
W,,L3,항공기기체정비_L3_ver2.0
W,,L3,항공기전자장치정비_L3_ver2.0
W,,L5,항공기정비_L5_ver2.0
W,,L5,헬리콥터정비_L5_ver2.0
W,,L3,항공기엔진정비_L3_ver2.0
W,,L5,사출금형설계_L5_ver2.0
W,,L4,원단생산관리(편직)_L4_ver1.0
W,,L4,전자기기기획_L4_ver1.0
W,,L2,전자기기기구개발_L2_ver1.0
W,,L3,SW개발_L3_ver1.0
C,,기능사,컴퓨터그래픽스운용기능사
C,,기능사,웹디자인기능사
C,,기능사,타워크레인운전기능사
C,,기능사,천장크레인운전기능사
C,,기능사,제과기능사
C,,기능사,제빵기능사
C,,기능사,조경기능사
C,,기능사,이용사
C,,기능사,한식조리기능사
C,,기능사,양식조리기능사
W,,L4,방송시스템운용_L4_ver2.0
W,,L5,방송시스템관리_L5_ver2.0
W,,L2,수산식품가공_L2_ver2.0
W,,L3,수산식품가공_L3_ver2.0
W,,L2,두부류제조가공_L2_ver2.0
W,,L2,축산식품가공_L2_ver2.0
W,,L3,축산식품가공_L3_ver2.0
W,,L3,유가공_L3_ver2.0
W,,L3,건강기능식품가공_L3_ver2.0
W,,L2,김치류제조가공_L2_ver2.0
W,,L2,면류제조_L2_ver2.0
W,,L2,곡류가공_L2_ver2.0
W,,L2,음료제조가공_L2_ver2.0
W,,L5,식품가공연구개발_L5_ver2.0
W,,L3,수산식품저장·유통_L3_ver2.0
W,,L3,농산식품저장·유통_L3_ver2.0
W,,L3,축산식품저장·유통_L3_ver2.0
W,,L2,제과_L2_ver2.0
W,,L2,떡제조_L2_ver2.0
W,,L5,출판콘텐츠연출가_L5_ver2.0
W,,L3,편집디자이너_L3_ver2.0
W,,L2,선박의장_L2_20V1
W,,L4,선박의장_L4_20V1
W,,L3,선박시운전정비_L3_20V1
W,,L4,선박시운전정비_L4_20V1
W,,L3,항공기부품제작_L3_20V1
W,,L3,항공기기체정비_L3_20V1
W,,L5,항공기정비_L5_20V1
W,,L3,사출금형설계_L3_20V1
W,,L5,사출금형설계_L5_20V1
W,,L3,사출금형제작_L3_20V1
W,,L3,프레스금형설계_L3_20V1
W,,L5,프레스금형설계_L5_20V1
W,,L3,프레스금형제작_L3_20V1
W,,L3,금속재료평가_L3_20V1
W,,L4,금속재료평가_L4_20V1
W,,L5,금속재료설계_L5_20V1
W,,L2,제선_L2_20V1
W,,L4,제선_L4_20V1
W,,L2,제강_L2_20V1
W,,L4,제강_L4_20V1
W,,L2,열간압연_L2_20V1
W,,L2,냉간압연_L2_20V1
W,,L4,냉간압연_L4_20V1
W,,L2,비철금속건식제련_L2_20V1
W,,L4,비철금속건식제련_L4_20V1
W,,L2,비철금속습식제련_L2_20V1
W,,L4,비철금속습식제련_L4_20V1
W,,L2,주조_L2_20V1
W,,L4,주조_L4_20V1
W,,L3,단조압출인발(단조)_L3_20V1
W,,L3,단조압출인발(압출인발)_L3_20V1
W,,L2,열처리_L2_20V1
W,,L4,열처리_L4_20V1
W,,L2,선재가공_L2_20V1
W,,L4,선재가공_L4_20V1
W,,L3,판금제관_L3_20V1
W,,L4,판금제관_L4_20V1
W,,L5,직업상담_L5_ver1.0
W,,L5,청소년상담복지_L5_ver1.0
W,,L4,취업컨설턴트_L4_ver1.0
W,,L3,사회복지서비스_L3_ver1.0
W,,L5,게임그래픽_L5_ver1.0
W,,L5,게임프로그래밍_L5_ver1.0
W,,L5,공연기계장치_L5_ver1.0
W,,L5,공연무대감독_L5_ver1.0
W,,L5,공연무대제작_L5_ver1.0
W,,L5,공연연출_L5_ver1.0
W,,L5,공연조명_L5_ver1.0
W,,L5,공연하우스매니저_L5_ver1.0
W,,L5,문헌정보_L5_ver1.0
W,,L5,방송제작_L5_ver1.0
W,,L5,보존연구_L5_ver1.0
W,,L5,보존처리_L5_ver1.0
W,,L5,사진-리터칭_L5_ver1.0
W,,L5,사진촬영_L5_ver1.0
W,,L5,시각디자인_L5_ver1.0
W,,L5,실내디자인_L5_ver1.0
W,,L5,실용음악예술(비즈니스)_L5_ver1.0
W,,L5,실용음악예술(크리에이티브)_L5_ver1.0
W,,L5,영화제작_L5_ver1.0
W,,L5,제품디자인_L5_ver1.0
W,,L5,환경디자인_L5_ver1.0
W,,L4,문화재보수기능기술(기와)_L4_ver1.0
W,,L4,문화재보수기능기술(목조)_L4_ver1.0
W,,L4,문화재보수기능기술(미장)_L4_ver1.0
W,,L4,문화재보수기능기술(석조)_L4_ver1.0
W,,L4,문화재보수기능기술(온돌)_L4_ver1.0
W,,L3,소방공사관리_L3_ver1.0
W,,L5,사회복지서비스_L5_ver1.0
W,,L4,청소년활동_L4_ver1.0
W,,L5,공연기술감독_L5_ver1.0
W,,L5,공연영상_L5_ver1.0
W,,L5,해상교통관제_L5_ver1.0
W,,L5,자산운용_L5_ver1.0
W,,L3,공연조명_L3_ver1.0
W,,L5,공연무대의상_L5_ver1.0
W,,L5,학예_L5_ver1.0
W,,L3,호텔객실(서비스사)_L3_ver1.0
W,,L3,토목설계_L3_ver1.0
W,,L5,해양측량관측_L5_ver1.0
W,,L5,항공기정비_L5_ver1.0
W,,L2,탄소제품제조_L2_ver1.0
W,,L3,석유화학제품제조(산알칼리)_L3_ver1.0
W,,L4,신발제조_L4_ver1.0
W,,L2,전기시공_L2_ver1.0
W,,L5,철도신호시공_L5_ver1.0
W,,L3,유제품가공(농축건조)_L3_ver1.0
W,,L3,어로관리_L3_ver1.0
W,,L3,마케팅·커뮤니케이션_L3_ver2.0
W,,L5,광고·홍보_L5_ver2.0
W,,L5,마케팅전략기획_L5_ver2.0
W,,L5,마케팅통계분석_L5_ver2.0
W,,L3,총무·인사_L3_ver2.0
W,,L5,총무·인사_L5_ver2.0
W,,L2,세무·회계정보관리_L2_ver2.0
W,,L3,세무·회계정보관리_L3_ver2.0
W,,L4,산업물류_L4_ver2.0
W,,L3,생산관리_L3_ver2.0
W,,L5,생산관리_L5_ver2.0
W,,L3,품질경영_L3_ver2.0
W,,L5,품질경영_L5_ver2.0
W,,L5,은행금융자산관리_L5_ver2.0
W,,L5,증권금융자산관리_L5_ver2.0
W,,L5,신용분석_L5_ver2.0
W,,L5,채권관리_L5_ver2.0
W,,L3,신용카드운영_L3_ver2.0
W,,L5,투자금융(IB)_L5_ver2.0
W,,L3,보험영업·계약관리_L3_ver2.0
W,,L5,보험영업·계약관리_L5_ver2.0
W,,L5,출판에디터_L5_ver2.0
W,,L2,평판인쇄_L2_ver2.0
W,,L4,프리프레스_L4_ver2.0
W,,L3,특수인쇄_L3_ver2.0
W,,L3,소믈리에_L3_ver2.0
W,,L3,바리스타_L3_ver2.0
W,,L3,바텐더_L3_ver2.0
W,,L3,토목·건축관리_L3_ver2.0
W,,L2,토공·포장_L2_ver2.0
W,,L3,토목설계_L3_ver2.0
W,,L5,토목설계_L5_ver2.0
W,,L3,상하수도시공_L3_ver2.0
W,,L2,궤도시공_L2_ver2.0
W,,L2,수중구조물시공및준설_L2_ver2.0
W,,L5,토목시공관리_L5_ver2.0
W,,L2,측량·지리정보개발_L2_ver2.0
W,,L5,측량·지리정보개발_L5_ver2.0
W,,L3,건축설계_L3_ver2.0
W,,L5,건축구조설계_L5_ver2.0
W,,L2,목공·수장시공_L2_ver2.0
W,,L2,미장·방수·타일시공_L2_ver2.0
W,,L2,건축도장시공_L2_ver2.0
W,,L2,철근콘크리트·가설시공_L2_ver2.0
W,,L5,석유화학제품제조(합성원료)_L5_ver1.0
W,,L5,정밀화학제품제조(계면활성제)_L5_ver1.0
W,,L5,정밀화학제품제조(농약)_L5_ver1.0
W,,L5,정밀화학제품제조(색소)_L5_ver1.0
W,,L5,정밀화학제품제조(접착제)_L5_ver1.0
W,,L5,정밀화학제품제조(첨가제)_L5_ver1.0
W,,L5,플라스틱제품제조(사출)_L5_ver1.0
W,,L5,플라스틱제품제조(중공진공)_L5_ver1.0
W,,L5,플라스틱제품제조(코팅)_L5_ver1.0
W,,L5,화학공정유지운영_L5_ver1.0
W,,L5,화학물질분석_L5_ver1.0
W,,L5,화학물질취급관리_L5_ver1.0
W,,L4,선박의장_L4_ver3.0
W,,L3,항공기기체정비_L3_ver3.0
W,,L2,강관제조_L2_20V1
W,,L4,강관제조_L4_20V1
W,,L2,도금_L2_20V1
W,,L4,도금_L4_20V1
W,,L2,금속도장_L2_20V1
W,,L4,금속도장_L4_20V1
W,,L2,수동용접(CO2용접)_L2_20V1
W,,L2,수동용접(가스텅스텐아크용접)_L2_20V1
W,,L2,수동용접(가스메탈아크용접)_L2_20V1
W,,L4,수동용접(CO2용접)_L4_20V1
W,,L4,수동용접(가스텅스텐아크용접)_L4_20V1
W,,L4,수동용접(가스메탈아크용접)_L4_20V1
W,,L2,자동용접(로봇용접)_L2_20V1
W,,L4,자동용접(로봇용접)_L4_20V1
W,,L4,세라믹제조_L4_20V1
W,,L2,세라믹제조_L2_20V1
W,,L2,유리재료제조_L2_20V1
W,,L4,유리재료제조_L4_20V1
W,,L2,탄소제품제조_L2_20V1
W,,L4,탄소제품제조_L4_20V1
W,,L5,화학물질분석_L5_20V1
W,,L3,화학물질분석_L3_20V1
W,,L5,화학물질취급관리_L5_20V1
W,,L3,화학물질취급관리_L3_20V1
W,,L3,기초석유화학제품제조_L3_20V1
W,,L5,기초석유화학제품제조_L5_20V1
W,,L3,고분자복합재료제조_L3_20V1
W,,L5,고분자복합재료제조_L5_20V1
W,,L3,고분자제품제조_L3_20V1
W,,L3,의약품제조_L3_20V1
W,,L5,의약품제조_L5_20V1
W,,L3,화장품제조_L3_20V1
W,,L5,화장품제조_L5_20V1
W,,L3,검수_L3_ver1.0
W,,L3,해상교통관제_L3_ver1.0
W,,L4,부동산경·공매_L4_ver1.0
W,,L5,건설사업관리_L5_ver1.0
W,,L5,산업환경기계설비_L5_ver1.0
W,,L5,해양자원탐사·개발관리_L5_ver1.0
W,,L3,건축사업관리_L3_ver1.0
W,,L5,재무기획관리_L5_ver1.0
W,,L4,산업물류_L4_ver1.0
W,,L3,품질보증_L3_ver1.0
W,,L3,손해사정_L3_ver1.0
W,,L5,평생교육프로그램개발운영_L5_ver1.0
W,,L5,소방공사관리_L5_ver1.0
W,,L5,의료기관의료기기안전_L5_ver1.0
W,,L4,보육현장_L4_ver1.0
W,,L5,구매조달관리_L5_ver1.0
W,,L5,자재관리_L5_ver1.0
W,,L5,품질기획_L5_ver1.0
W,,L5,품질보증_L5_ver1.0
W,,L5,SCM관리_L5_ver1.0
W,,L4,경영통계분석_L4_ver1.0
W,,L4,광고홍보_L4_ver1.0
W,,L4,마케팅전략기획_L4_ver1.0
W,,L4,품질운영_L4_ver1.0
W,,L3,공정관리_L3_ver1.0
W,,L3,구매조달관리_L3_ver1.0
W,,L3,세무·회계정보관리_L3_ver1.0
W,,L3,수출입관리_L3_ver1.0
W,,L3,총무·인사_L3_ver1.0
W,,L3,품질운영_L3_ver1.0
W,,L3,SCM관리_L3_ver1.0
W,,L2,세무·회계정보관리_L2_ver1.0
